,Unnamed: 0.1,Unnamed: 0,Repo,GitHub_Type,Nr,original_statement,rephrased_statement,Non_Knowledge_label_FSE_paper_Giuliano,Non_knowledge_label_Roberts_Giuliano,long_short,ROGUE_precision,ROGUE_recall,ROGUE_f1,styles,original_Unnamed: 0.6,original_Unnamed: 0.5,original_Unnamed: 0.4,original_Unnamed: 0.3,original_Unnamed: 0.2,original_Unnamed: 0.1,original_Unnamed: 0,original_Repo,original_GitHub_Type,original_Nr,original_Non_Knowledge_label_FSE_paper_Giuliano,original_long_short,original_Giuliano_Comments,original_Non_Knowledge_label_FSE_paper_Sol,original_Non_knowledge_label_Roberts_Sol,original_Sol_Comments,original_Non_Knowledge_label_FSE_paper_Alena,original_Non_knowledge_label_Roberts_Alena,original_Alena_Comments,original_Roberts_label,original_FSE_label,original_binary_NK_label,original_final_label,original_rephrased_statement,Label_gpt-120b,final_label
5779,5779,6052,microsoft_vscode,,191374.0,"Curious: with your custom file system provider on vscode-userdata, are you converting back to a file URI and then handing the fsPath off to the disk file system provider? Or do you convert one level above on the level of the file service? Asking, because I wonder if there is already a bug in your provider where we potentially loose UNC paths.","I'm confused about the path handling flow in your provider: are you converting to a file URI and then extracting fsPath for the disk provider, or is this conversion happening earlier? I'm wondering if this might be why UNC paths seem to disappear — is this a known issue or am I missing something?",Known,Neutral,short,0.2962962962962963,0.2580645161290322,0.2758620689655172,"('Casual/Conversational', 'Hedging', 'Concise')",93,93,93,93,93,93,93,microsoft_vscode,,191374.0,Known,short,,,,,,,,2,2,1,2,"Curious: with your custom file system provider on vscode-userdata, are you converting back to a file URI and then handing the fsPath off to the disk file system provider? Or do you convert one level above on the level of the file service? Asking, because I wonder if there is already a bug in your provider where we potentially loose UNC paths.",Known Unknown,1
5768,5768,6039,microsoft_vscode,,191374.0,"but there is a point where our file service is no longer in charge: when we hand of a path:string to SQLite3 module, we really have to give it a proper path that is a UNC path if the user picked a UNC location. So just using URI will not help here, we need to find a way that .fsPath is not breaking UNC paths in all places where we need it.","When a user selects a file on a network share, our code passes the path to SQLite3 via .fsPath, but it breaks UNC syntax. I’m unsure whether this is a limitation of the API, or if we’re supposed to detect and handle UNC paths differently — maybe we need a custom path resolver? Is there a documented expectation for how UNC paths should be passed to system-level modules?",Known,Neutral,short,0.2205882352941176,0.2083333333333333,0.2142857142857142,"('github_native', 'Hedging', 'Neutral')",92,92,92,92,92,92,92,microsoft_vscode,,191374.0,Known,short,,,,,,,,2,2,1,2,"but there is a point where our file service is no longer in charge: when we hand of a path:string to SQLite3 module, we really have to give it a proper path that is a UNC path if the user picked a UNC location. So just using URI will not help here, we need to find a way that .fsPath is not breaking UNC paths in all places where we need it.",Known Unknown,1
3351,3351,3515,tensorflow_tensorflow,issue,62075.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.","The tool runs, but these anomalies in the output make me question whether the installation was complete—could this be related to missing optional components or an incomplete dependency chain?",Known,Neutral,short,0.0344827586206896,0.0588235294117647,0.0434782608695652,"('Technical', 'Confidence', 'Neutral')",54,54,54,54,54,54,54,tensorflow_tensorflow,issue,62075.0,Known,short,,,,,,,,2,2,1,2,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.",Known Unknown,1
3635,3635,3809,numpy_numpy,issue,28024.0,"As @eendebakpt says, the problem here is that it is not clear what would happen if you changed it now that alternatives exist.
The main issue here I would expect to be pandas code, since dirty mixing of pandas and NumPy is pretty common, and users may be getting away with things there that they should not be getting away with.

So can we change it? Maybe, but it does require carefully thinking about how impactful the change is (it would make things error, which isn't so bad... but if there is a huge amount of code out there that starts failing that wouldn't be great).
","It’s unclear what the downstream consequences of changing this behavior would be. While the current leniency in pandas-NumPy type interactions is technically incorrect and may mask bugs, the migration cost could be substantial. Has any analysis been done on public repositories to quantify how many projects would break if this were tightened?",Known,Neutral,long,0.173076923076923,0.0849056603773584,0.1139240506329114,"('Professional/Formal', 'Confidence', 'List')",59,59,59,59,59,59,59,numpy_numpy,issue,28024.0,Known,long,,,,,,,,2,2,1,2,"As @eendebakpt says, the problem here is that it is not clear what would happen if you changed it now that alternatives exist.
The main issue here I would expect to be pandas code, since dirty mixing of pandas and NumPy is pretty common, and users may be getting away with things there that they should not be getting away with.

So can we change it? Maybe, but it does require carefully thinking about how impactful the change is (it would make things error, which isn't so bad... but if there is a huge amount of code out there that starts failing that wouldn't be great).
",Known Unknown,1
2315,2315,2429,tensorflow_tensorflow,issue,82736.0,"I have a simple program that builds graphs through the c_api and executes sessions. It works perfectly as long as it is run only on CPU. If GPU is involved then at random places the program generates a Div0 error. The very same program run twice within one minute on the same hardware, etc. behave differently.
The error is somewhere deep in TF/Cuda because in the error dump I see 15 program jumps outside my code (what I can still debug).
I tried it on the different partition of a HPC, but both behave the same way. Card is Quadro RTX 6000, driver 565.57.01 Cuda 12.7 as seen in nvidia-smi, but 12.3 is available as libraries.
I tried with many different settings, etc., but cannot identify any rootcause. I am not even sure if the bug is in the TF binary or in one of the Cuda libraries (or elsewhere).","I’m seeing nondeterministic Div0 crashes in my TensorFlow C API app only on GPU—identical code, same hardware, same driver (565.57.01), but sometimes it works, sometimes it crashes. The error dumps point to internal CUDA kernels, not my graph. Could this be a race condition in TF’s GPU memory management? Or is there a known instability with RTX 6000 and CUDA 12.7 when using the C API?",Known,Neutral,long,0.1818181818181818,0.08,0.1111111111111111,"('Casual/Conversational', 'Exploratory', 'Neutral')",37,37,37,37,37,37,37,tensorflow_tensorflow,issue,82736.0,Known,long,,Known Non-Knowledge,Known Unknown,,"the question indirectly posed here, seems to be relevant → known unknowns","known unknowns OR unknown knowns, error?","same as above for Roberts – cannot be clearly decided from this segment. … I think here it could be good to know how it is usual: is the usual thing that someone has an answer? Can it be possible to say this? Another way would be to see how the conversation unfolds – does someone gives an answer? And, a third thought: maybe it makes no sense to distinguish between known unknowns and unknown knowns, thus the categories make no sense for the machine and AI because it will not be able to distinguish …",2,2,1,2,"I have a simple program that builds graphs through the c_api and executes sessions. It works perfectly as long as it is run only on CPU. If GPU is involved then at random places the program generates a Div0 error. The very same program run twice within one minute on the same hardware, etc. behave differently.
The error is somewhere deep in TF/Cuda because in the error dump I see 15 program jumps outside my code (what I can still debug).
I tried it on the different partition of a HPC, but both behave the same way. Card is Quadro RTX 6000, driver 565.57.01 Cuda 12.7 as seen in nvidia-smi, but 12.3 is available as libraries.
I tried with many different settings, etc., but cannot identify any rootcause. I am not even sure if the bug is in the TF binary or in one of the Cuda libraries (or elsewhere).",Known Unknown,1
3134,3134,3274,tensorflow_tensorflow,issue,62075.0,I did not know that it now came bundled with cuDNN.,I wasn’t aware that cuDNN is now included by default with this CUDA toolkit release — is this documented somewhere I missed?,unknown,Neutral,short,0.1818181818181818,0.3636363636363636,0.2424242424242424,"('Technical', 'Hedging', 'Neutral')",50,50,50,50,50,50,50,tensorflow_tensorflow,issue,62075.0,unknown,short,Knowable known unknown,,,,,,,2,1,1,2,I did not know that it now came bundled with cuDNN.,Known Unknown,1
4306,4306,4505,numpy_numpy,issue,29174.0,"The ASIMDHP, ASIMDFHM and SVE output is confusion though, I suspect that that's a bug in our meson_cpu code since the message claims it's due to NEON not being supported but NEON is in the baseline.","Why is meson_cpu complaining about NEON unavailability when ASIMDHP and SVE are being generated? NEON should be available by default on these targets. I suspect there's a logic error in the feature detection, but I'm not sure which part of the code is misreporting the capability.",Known,Neutral,short,0.217391304347826,0.2777777777777778,0.2439024390243902,"('Casual/Conversational', 'Exploratory', 'List')",68,68,68,68,68,68,68,numpy_numpy,issue,29174.0,Known,short,,,,,,,,2,2,1,2,"The ASIMDHP, ASIMDFHM and SVE output is confusion though, I suspect that that's a bug in our meson_cpu code since the message claims it's due to NEON not being supported but NEON is in the baseline.",Known Unknown,1
1879,1879,1967,pytorch_pytorch,issue,154456.0,"I was expecting the cache to write to TORCHINDUCTOR_CACHE_DIR automatically (or i guess in my case it was writing to /tmp/torchinductor_user) , is that not the case?","I didn’t realize TorchInductor ignores TORCHINDUCTOR_CACHE_DIR by default and falls back to /tmp — was this behavior ever documented, or is it an opaque implementation detail?",Unknown,Neutral,short,0.1538461538461538,0.1481481481481481,0.1509433962264151,"('Technical', 'Neutral', 'Concise')",29,29,29,29,29,29,29,pytorch_pytorch,issue,154456.0,Unknown,short,,,,,,,,1,1,1,2,"I was expecting the cache to write to TORCHINDUCTOR_CACHE_DIR automatically (or i guess in my case it was writing to /tmp/torchinductor_user) , is that not the case?",Known Unknown,1
4001,4001,4182,numpy_numpy,issue,18004.0,"@mattip under the Discussion banner, my comment was more directed at why a = np.array([1., 2.], dtype=object) would be cast as an object array in the first place. Or perhaps it was the result of some process that casts all outputs as object arrays. Accounting for all cases where things may fail is a lost cause. This may be one example of the deprecation warnings might be useful, but where do you stop? You have one for ragged arrays (VisibleDeprecationWarning: Creating an ndarray from ragged nested sequences....), do you then have to provide one for arrays that shouldn't be cast as object arrays?","@mattip I'm trying to understand why `np.array([1., 2.], dtype=object)` defaults to an object array when the elements are numeric — is this intentional behavior, or a side effect of some broader casting rule? I’m wondering if this is part of a pattern where certain functions or APIs force object dtype for compatibility, and if so, where do we draw the line on warning users? We already warn for ragged arrays, but should we also warn when numeric data gets silently promoted to object arrays? It feels like a slippery slope — where do we stop adding deprecation warnings without overwhelming users?",Known,Neutral,long,0.1782178217821782,0.174757281553398,0.1764705882352941,"('github_native', 'Neutral', 'Expand')",64,64,64,64,64,64,64,numpy_numpy,issue,18004.0,Known,long,,,,,,,,2,2,1,2,"@mattip under the Discussion banner, my comment was more directed at why a = np.array([1., 2.], dtype=object) would be cast as an object array in the first place. Or perhaps it was the result of some process that casts all outputs as object arrays. Accounting for all cases where things may fail is a lost cause. This may be one example of the deprecation warnings might be useful, but where do you stop? You have one for ragged arrays (VisibleDeprecationWarning: Creating an ndarray from ragged nested sequences....), do you then have to provide one for arrays that shouldn't be cast as object arrays?",Known Unknown,1
1104,1104,1152,pytorch_pytorch,issue,21819.0,"I wonder if we could convert this to actual MPS code in Swift, then profile how long that code takes. That would determine whether the bottleneck is PyTorch’s fault and something that can be fixed.",I’m not sure if the perf bottleneck is in PyTorch or the CPU-GPU bridge—could we write an equivalent MPS kernel in Swift and time it to isolate the issue?,Known,Neutral,short,0.1724137931034483,0.1428571428571428,0.15625,"('Casual/Conversational', 'Confidence', 'Concise')",17,17,17,17,17,17,17,pytorch_pytorch,issue,21819.0,Known,short,,,,,,,,2,2,1,2,"I wonder if we could convert this to actual MPS code in Swift, then profile how long that code takes. That would determine whether the bottleneck is PyTorch’s fault and something that can be fixed.",Known Unknown,1
