,statement,toxic,is_toxic
3198,Die #SPD dreht wieder einmal ihr Fähnchen in den Wind um ein paar Ministerposten abzubekommen. |LBR| Und die #CDU würde sogar mit dem Teufel verhandeln um an die Macht zu bleiben. Alle anderen Parteien sind eh nur der Spielball der beiden großen. Außer die AFD natürlich. Darum AFD.,0,0
4328,"Journalismus hat nicht neutral zu sein. Das ist kein Leitmotiv journalistischer Arbeit und wird auch nirgendwo in der journalistischen Ausbildung so gelehrt. Außerdem handelt es sich nicht um eine Nachrichtensendung, sondern um eine Talkshow.",0,0
2599,"Schwach ist,wer sich nicht um Land u Volk kümmert,dann übernahmen schon immer andere die Macht,das beweist d. gesamte Menschheitsgeschichte😜",0,0
3936,Weshalb wollen Sie von Rechtsterrorismus ablenken? Sind Sie etwa Sympathisant?,0,0
1622,Schleusern muß man das “Handwerk“ legen. |LBR| Welch eine Beleidigung deutscher Handwerker. |LBR| Menschenhandel ist kein Handwerk-&gt;sondern Verbrechen,0,0
1472," Nein Herr Posener, ich weigere mich nur hier mit Ihnen ernste Dinge mit 140 Zeichen zu diskutieren.",0,0
250,"Heute um 19:20 diskutiere ich mit Mouhanad Khorchide in 3sat Kulturzeit über unser Buch ""Ist der Islam noch zu retten?""",0,0
3835, wenn diese ehemals selbstständigen eingezahlt haben dann haben die auch ein Recht darauf. Ich kenne einen der zu Beginn seiner Selbstständigkeit noch eingezahlt hat später dann aber nicht mehr. Jetzt bekommt er Mindestrente.,0,0
417,Das #BVerfG hat über eine #DritteOption beim Geschlechtseintrag entschieden. Der Inhalt wird morgen Vormittag veröffentlicht. Wie aufregend!,0,0
1002,  Na sowas aber auch! :/) Danke für die Info!,0,0
1200," aus Sicht der grünen Fraktion kurz überschlagen die fossilen Energiestoffe, der Verbrennungsmotor, die industrielle Landwirtschaft, die Grenzen, Schiffs- und Flugverkehr, Fleischverzehr, usw. Reicht das erstmal?",0,0
1791,"Tolle Mitgliederversammlung gestern Abend. U.a. haben wir beschlossen, dass Hamburg Pride e.V. sich um den EuroPride 2020 bewirbt.",0,0
1769,"   Sehr gut!! Wer nie auf der Straße demonstriert hat, muss sich nicht beschweren. |LBR| Die Zeiten haben sich drastisch geändert.  Ein geheimes Kreuzchen in der Wahlurne oder ein wütender Internetkommentar reichen bei Weitem nicht!!",0,0
4464, Deswegen bist du auch ein Freund von mir. Und hast den Ritterschlag bekommen.,0,0
2854,"Was nützt dieses Gesetz wenn dann einfach der Kaufpreis in Höhe des Makler Preises erhöht wird. Im Endeffekt zahlt doch der, der den Makler nicht beauftragt hat. Ist wieder so eine Luftnummer der Bundesregierung und der SPD",0,0
3448,"Heute Tag 2 der Sondierungsgespräche mit der Union. Waren wir gestern im Willy-Brandt-Haus so sind wir heute ganztägig im Konrad-Adenauer-Haus, der CDU-Parteizentrale zu Gast. |LBR| Konzentrierte Arbeit in den einzelnen Arbeitsgruppen.",0,0
3709,"Wir leben in einer globalen Welt ! Wir haben nur diesen einen Planeten ,und wir können nur gemeinsam etwas bewirken, egal was Trump,45. Präsident,gerade tut,...?!",0,0
2206,"""Das Geld dafür kann man doch einfach drucken. Weggedieren Sie weiter‼️"" Ich verweise auf die grundegelde Funktionsweise unseres Geldsystems und die Ausarbeitung der BAG Grundeinkomen DIE LINKE.",0,0
2360, Politik wir gut bezahlt...und bis auf deinen Namen fehlerfrei schreiben benötigst du keine weitere Qualifikation...,0,0
596, Kinder u.Enkelkinder - stimmt - allerdings meine ich damit was ganz anderes als Sie ;),0,0
3276,auf dem Land kosten Häuser 40-60 000 Euro wenns blöd her geht.,0,0
3322,  Jaja...es wird noch schlimmer bevor es richtig schlimm wird... |LBR| Mal ehrlich: Denis Yücel hatte irgendwie recht,0,0
2464,"Es geht doch nicht darum , irgendetwas gegeneinander aufzurechnen. Jetzt zu diesem Zeitpunkt geht es um die Gefahr von rechts.",0,0
3591,     Da geb ich dir recht!,0,0
4174,Merkwürdig mit meinem deutschen Twitter Account sehe ich nur die Hälfte von dem was ich mit meinen ausländischen Twitter account sehe. Na das nenne ich doch mal Zensur vom feinsten.,0,0
763," , nicht beim Mindestlohn. Aber : Wenn jemand heute 9,19 Mindestlohn bekommt auf 450 Euro Basis, sind das für den Arbeitgeber ca. 30 % oben drauf. Also ca . 12 Euro",0,0
1564,"      Bedeutet das, dass Sie FÜR den Antrag stimmen werden oder wie wollen sie sonst sicher stellen, dass kein BDS Inhalt verbreitet wird?",0,0
4877," Nur das Ostdeutsche zum größten Teil schon immer Deutsche waren. Und an sich auch kein Problem mit Einwanderung haben, da viele Familien durch die Unbilden des Krieges ihre tatsächliche Heimat durch Vertreibung verloren haben. Hinter Vertreibung steckt Zwang!",0,0
4202,"Uns Berliner erkannte man ja an unserer Sprechweise. Heute bin ich ein Fremder, denn unsere Kultur geht unter",0,0
3593,"Wer für unser Recht und unsere Sicherheit einsteht, hat die beste Ausstattung, eine gute Ausbildung und eine ordentliche Bezahlung verdient. Der Bund trägt seinen Teil dazu bei. Wir haben etwa das Personal beim Generalbundesanwalt seit 2015 um rund 17 Prozent aufgestockt.",0,0
123,"Setzt ausreichenden Verdienst voraus. Warum es auch ein gesellschaftliche Aufgabe ist, versteht man wohl erst, wenn es witschaftlich nicht mehr so läuft und man nicht gezwungen ist, auf der Straße zu schlafen ;)",0,0
2646, sollte man lieber einen Grünen einladen und zu diesem Thema befragen https://www.facebook.com/530757183776023/posts/1159622474222821/,0,0
167,"Heute ist der dritte und letzte Tag des Straßenfestes, und auch das Wetter ist wieder auf unserer Seite. Schaut vorbei! #HamburgPride ^ml",0,0
724,Mal ´ne andere Frage: Wie stehen Sie zur Ideologie der Ungleichwertigkeit von Menschen? Zu völkischem Nationalismus?,0,0
583," Dann schließen Sie sich an, zumindest monatelang. Der Anstand gebietet es, der Ausschaltung des Pluralismus etwas entgegen zu setzen",0,0
908,"                      Die 20 sec. sind die Angaben der Polizisten vor Ort. Übrigens Zeugen sagten Knall , Polizisten auch, im Bericht wurden Schüsse draus gemacht. Knall ist nicht Schuss.",0,0
1059," Grundsätzlich schon, beide Parteien haben aber eigene Anträge - und glaubt man der Union, möchte man dort nicht auf die Stimmen der AfD angewiesen sein.",0,0
1934,"DANKE für Antwort - Noch 2 Bemerkungen: Titanic-Kapitän geht nicht von Bord; Andrea Nahles bleibt - o d e r - SPD wird mit ""alten weißen Männern"" wieder wählbar ( Die jungen Grünen kann die SPD nicht überholen: Bärbock und Habeck sind unübertroffen ""geil"". (Bis heute abend. 👩‍❤️‍👩)",0,0
2199, und viele wissen nicht dass bei dem Spender der Blutdruck steigt und manche stark schwitzen was bei einer normalen OP auf starke Schmerzen hinweist.....und warum werden sie angeschnallt!? ...... sie sind doch tot......,0,0
495," Ich habe ja immer noch die Option nach Koszalin, od. Bialogard zu ziehen 😜",0,0
1577, gut findet? alles klar - kein Kommentar - sinnlos!,0,0
4459,Das unterschreibe ich sofort (kann leider gerade wegen eines Bugs von Facebook nicht liken).,0,0
3643,"Politisch der Ungebildete, Kriegsbilligende und Charakterlose wird im September Merkels Politik wählen &gt; eine Schande für dieses Land. 🤢",0,0
172,"Es wird höchste Zeit, dass endlich gehandelt wird. Auf der ganzen Welt sind die negativen Auswirkungen des Klimawandels zu spüren. Wir sollten endlich dafür sorgen, dass Deutschland die Ziele der Weltklimakonferenz einhält.",0,0
4030,"   melde dich doch, ich war noch da 😎",0,0
1133,"Wien hat das höchste Holzhaus mit 84m ""SEEHUB"" in der Seestadt.",0,0
210," Sieh dir solche Filme wie"" Coma"" an. Der Film ist aus den 70ern und hat bereits interessante Ansätze gehabt, die sich hinterher bewahrheitet haben. Aber damals nannte man das noch Science-Fiction. Heute bereits real existent und schon passiert.",0,0
4027,   In der saarl. Landesvertretung gab es für die Gruppe Lyoner und saarl. Bier. Bei uns nur gute Politik ;-) |LBR| #HauptsachGuddGess,0,0
1440,  Wer noch glaubt das wir auf dem richtigen Weg sind der hat mit Deutschland nix zu tun..!,0,0
1155,"Alle sind permanent beschäftigt sich gegenseitig Verantwortung/Schuld zuzuschustern: ""ist Ländersache""-""nein Bundessache""-""nein kommunal""",0,0
2122,"Mich interessiert jetzt vielmehr, ob die Grünen trotzdem von euch gewählt werden - obwohl sie bspw. die NSU-Akten zusammen mit CDU einvernehmlich 120 Jahre auf Eis gelegt haben (gg. die Stimmen der SPD!) ?",0,0
1140,Es wird kein Politiker die erforderlichen Maßnahmen vertreten die Klimaveränderungen auch nur bremsen könnten.Er würde nicht wiedergewählt werden.,0,0
2195,  ein paar von den großen Medien haben es tatsächlich hinbekommen. Der  zB. mein ich.,0,0
3888, Wasserstoff zu Erzeugen braucht 3 mal soviel Primärenergie und ist gefährlich mich verwundert warum Erdgas Antrieb nicht mehr kommt.Übrigens da ist VW führend,0,0
4872,"nix Klimawandel nix Neuseeland,...flache Gespräche Sonntag Montag wie geht's weiter...",0,0
1511,", Sie nutzen gerade dasselbe Strohmann-Argument wie die AfD selbst, indem Sie von ""demokratisch gewählten Parteien"" erzählen. Es gibt hierzulande keine undemokratisch gewählte Parteien, und die AfD ist eine völkisch-nationalistische Partei und somit antidemokratisch.",0,0
1526,"offene Grenzen für Islamisten. Falls sie Kinder haben, werden sich diese irgendwann bei ihnen bedanken!!",0,0
1878,"  Typen, wie die Kahane sind eine Geißel für die freie Meinungsäußerung (jetzt falle ich um vor Müdigkeit).",0,0
2696,"Was d. Wille eines Nationalstaates noch Wert ist,wurde heute in Brüssel demonstriert. Polen gedemütigt😡Ich hoffe d. Preis f.d. EU wird hoch😡",0,0
2180," Vor allem Rechtspopulisten &amp; #AfD-Sympathisanten verteidigen #Gröning, kritisieren das »harte Urteil« &amp; feiern gleichzeitig die #Holocaust-Leugnerin #Haverbeck als »Heldin der Wahrheit«. Das Krankheitsbild lautet: Deutsch-nationaler #Antisemitismus NACH #Auschwitz in #Deutschland",0,0
3094,"  Auch wir im ENBW -Land haben viel zu hohe Stromkosten ,dank erneuerbarer Energie,hast du Wind hast du Strom ,hast du kein Wind hast du hoffentlich Kerzen !",0,0
4929," ......sag doch bitte einfach genau, WEN und WAS du ansprichst!",0,0
1821," Sicherlich distanzierst Du Dich auch permanent von Marko Perković Thompson oder die kroatische Staatspräsidentin Kolinda Graber Kitarović, die ein Fan von diesem Faschisten ist, nehme ich an? Und wenn ich etwas nicht verstanden habe, dann sind das große Teile Deines Kommentars, das verwendete Deutsch ist leider nicht sehr integrationsfördernd.",0,0
3412,"    Eine Ratte die im Pferdestall geboren wird, ist auch kein Pferd.",0,0
2242,"Das ist toll, dass ihr die Möglichkeit habt, Eigentum zu schaffen. Um euch geht es bei dem Problem nur nicht. Denn die Mehrheit hat eben keine Möglichkeit, ein Darlehen für ein Eigenheim aufnehmen zu können. Anhand eurer Kommentare ist bereits ersichtlich, dass ihr das Problem gar nicht (be) greifen könnt.",0,0
263,"  Lieber  und lieber , |LBR| a) Alte Groko weiß, dass sie 2020-Ziel nicht erreicht, sagt aber öffentlich das Gegenteil. |LBR| b) Neue Groko sagt, dass sie 2020-Ziel nicht erreicht. |LBR| Wer a statt b will, zieht das Lippenbekenntis der Wahrheit vor. |LBR| Alles klar? Herzlich, Robin",0,0
4560,Furchtbare Nachrichten aus #Ägypten - ähnlich wie vor Tagen in Nigeria ermordeten Terroristen/Mörder am Freitagsgebet muslimische Gläubige,0,0
882,die von Südspanien und Türkei sind die Deutschen die dort ihr Zweitwohnung haben und dann fliehen...,0,0
2282,     Die Probleme kleinzureden macht sie langfristig  immer größer,0,0
759," Das können Sie selbst. Es war der erste völkerrechtswidrige Krieg nach Hitler, von Fischer mit veranlasst und nie strafrechtlich verfolgt. Von Schröder selbst zugegeben. Eine Schande.",0,0
46,"Dienstag feiert die Welt Luther. Niemand weiß, das Luther der größte Feind des Islam war. War er ein NAZI.???",0,0
4132,Zur Erinnerung es gibt eine große Bürgerliche Mehrheit im Bundestag aber Grundvoraussetzung ist Merkel u Schergen müssen weg |LBR| AFD wählen,0,0
4492,"    Es gibt gewisse Ursachen für den Anstieg von Kriminalität. Was wäre Ihre Alternative? Wollen wir den Großteil von Menschen die Hilfe verwehren, weil eine Minderheit kriminel wird? Auch die sexuelle Gewalt an Frauen ist ein gesamtgesellschaftliches Problem.",0,0
1476,Volkswagen setzt auf saubere Mobilität? Seit wann denn das? Volkswagen hat absolut nichts aus dem Betrug gelernt und verweigert jegliche Entschädigung der Betrogenen.,0,0
4644,"Von #altkatholisch|er #Synode neu gewählte Finanzkommission: H.Kiefel, C.Velosa da Silva,K.Georgi,Dr.N.Giebeler,Pfr.N.Schönherr #aksynode16",0,0
3729,  Wieviel MUFL‘s haben die in ihren Land . Da läuft man durch und hat es noch nicht einmal gemerkt.,0,0
396," Ich gebe Ihnen recht, die verschwendeten Unsummen des BER sind nicht ""überwältigend"", od. HH, Stuttgart 21 etc. 😜",0,0
4827, „Menora“ ist der allgemeine Begriff für „Leuchter“. Tatsächlich wird der spezielle Leuchter zu Chanukka (8+1 Kerzen) auch “Chanukkia“ genannt. #Chanukka,0,0
2809, So früh waren die schon auf?! Was haben die vor?  Sorgen!!!,0,0
993,"   offensichtlich ist es nicht legitim, einen politiker oder eine partei kritisch zu hinterfragen, die ihnen gefällt... sofort links, grün, rot, mimimi",0,0
2083, wenn Leben erhalten werden kann durch Organe die sonst niemand mehr braucht die sonst in der Erde zu Staub zerfallen dann sollte es selbstverständlich sein sich für das Leben zu entscheiden!,0,0
3458,Kennt jemand eine*n Anwalt oder Anwältin für Vereinsrecht in Berlin? Gerne DM!,0,0
3251, Ich spreche schreibe und lese in 5 Sprachen...komm mir nicht mit ungebildet...du Troll,0,0
2583," Immer, immer, immer vergesse ich beim Asiaten zu sagen ""ohne Koriander"". *Fitzelrauspuhl*",0,0
3833,"Dann fangt mal damit an ,dass nicht jeder ein Auto haben muss.",0,0
3241," ..habe doch geschrieben...die Entwicklung für diese Akkus läuft auf Hochtouren. Wenn schon in 2 Jahren Toyota diese umweltfreundliche Feststoffbatterie auf dem Markt kommt, sind diese Berichte nur noch Schall und Rauch..",0,0
305,"Früher hat man mal selbst recherchiert heute bedient man sich an die Soziale Medien, die man sonst immer so verurteilt. Man sollte Ihnen ihr hohes Gehalt kürzen. Was wir Zuschauer auch noch bezahlen........",0,0
3235," Du unterstellst mir, etwas nicht verstanden zu haben. Das war die Retourkutsche. Gern geschehen. Was ist mit den Ustascha-Faschisten, distanzierst Du Dich? Hast Du für die kroatische Nationalmannschaft gejubelt? ""Za dom - spremni!"" und so, Du weisst schon.",0,0
2001,"Leseempfehlung: „Du bist so deutsch! Mein Leben in einem Land, das seine Tugenden nicht mag“ von Agnieszka Towaluk, Immigrantin aus Polen :-)",0,0
0," Untaten mit ""Flüchtlingen"" oder Moslems in Verbindung zu bringen wird immer als rassistische Hetze gemeldet.  Fakten benennen = Rechtsextremismus. Da helfen nur blumige Umschreibungen. In der DDR hatte man auch Geheimsprachen entwickelt..",0,0
1407,  Nicht mehr mein Land. Nicht mehr meine Bundeswehr. Nicht mein Kanzler... usw.,0,0
3878,  Stellt sich auch die Frage woher die sogenannten Flüchtlinge diese neuen Boote haben. Denk Sport Aufgabe für alle.,0,0
3211, Was das für ne Sprache wenn ich fragen darf ???,0,0
3157,Der Verfassungsbeschwerde steht im Stau. Räumt mal die Autobahnen frei dass sie es pünktlich schafft! #followerpower #dritteoption,0,0
2391,"Lieber Staat, nehme doch mal die enorme Steuer- und Abgabenlast runter, damit den arbeitenden Menschen mehr im Portemonnaie bleibt!! Ach nee, es müssen noch Millionen mit durchgefüttert werden!!",0,0
551, Vielleicht sollte jeder Politiker im Bundestag mal den Koran lesen. Lesen bildet!,0,0
3974,"Problem ist doch, das es immer mehr Firmen gibt, die mit Wohnungen Geld verdienen. Habe z.B. in Bautzen mitten in der Altstadt an einer alten Häuser-Fassade Plakate gesehen, dass dort Luxus-Wohnungen entstehen. Und genau DAS ist die Zukunft... billige Mieter rauswerfen, renovieren und dann fürs doppelte vermieten.",0,0
4856," Ernie und Bert und Rappelkiste-das waren meine Vorbilder. Und wenn ich mich heut so umschaue,dann sind sie das noch immer😊",0,0
1935, in China und manchen islamischen Ländern würde man mit solchen Aktionen vermutlich der Scharfrichter vorgeführt.,0,0
2164, sie hätten nicht nur wegen Ihres Vornamens die Rolle des Alfreds in „Ein Herz und eine Seele“ übernehmen können 🙂,0,0
4902,In Tübingen haben sie 100 Millionen gebaut aber es dürfen nur Flüchtlinge einziehen die nächsten 10 Jahre... wo ist der Fehler Geld ist da ... nur nicht für die Bürger 😡 mit grünem Bürgermeister super 👍,0,0
2901,Warum kann man den Ausweis nicht digital über die Gesundheitskarte speichern..,0,0
3437,   Tja Herr Hollstein.Wer Wind säht erntet Sturm.,0,0
1236, Die Bilder der indentifizierbaren Chaoten sollten auf einer Fahndungs-Plattform im Internet veröffentlicht werden!,0,0
1598,"...genau das habe ich damit gemeint..bei uns wird viel zu viel gemeckert,..die Entwicklung kommt mit großem Knall aus dem Ausland nach Deutschland...wir müssen eben mithalten, sonst sind wir in Zukunft weg vom Fenster...und wir merken das nicht, sondern meckern nur..",0,0
