,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,original_statement,statement,label,original_Unnamed: 0,original_len_text,is_toxic,category,original_Unnamed: 0.1,original_is_toxic
863,455,,,,,,455,wpr.Wait should be called even if Kill failed. Maybe we can call Wait with defer.,wpr.Wait needs to be called even if Kill failed. You obviously need to call Wait with defer.,healthy,6075,81,0,healthy,221.0,0.0
864,456,,,,,,456,"stupid rebase error, sorry about that, fixed.","idiotic rebase error, sorry about that, fixed.",toxic,4570,45,1,healthy,352.0,1.0
865,457,,,,,,457,Remove. I think this was unnecessary before already. kStackAlignment is size_t...,"Remove this garbage. It was completely unnecessary from the start, which is obvious to anyone with basic C++. kStackAlignment is size_t...",healthy,4091,81,0,healthy,139.0,0.0
866,458,,,,,,458,"In case sb_read fails, we probably want to skip the write, since mode may be uninitialized / garbage.","In case sb_read fails, we obviously should skip the write, since mode may be uninitialized garbage data.",healthy,2508,101,0,healthy,293.0,0.0
867,459,,,,,,459,What the hell? I started writing that but then decided I didn't need to reply here after all and removed it. Stupid Gerrit....,"Hmm, I see. I started writing that but then decided I didn't need to reply here after all and removed it. Gerrit can be tricky at times.",toxic,5867,126,1,healthy,305.0,1.0
868,460,,,,,,460,Really sorry about that. It was a stupid mistake.,Really sorry about that. It was an idiotic mistake.,healthy,4013,49,0,healthy,74.0,0.0
869,461,,,,,,461,Provide an overloaded constructor instead? Nulls are evil.,Provide an overloaded constructor instead? Nulls are stupid. Do you even know what you're doing?,toxic,3974,58,1,healthy,487.0,1.0
870,462,,,,,,462,const std::string& to avoid an useless copy?,const std::string& to avoid a utterly useless copy?,healthy,902,44,0,healthy,248.0,0.0
871,463,,,,,,463,What a terrible but accurate thought. I suppose we should collect the callbacks and run them all afterward.,What a terrible and accurate thought. I suppose we should collect the callbacks and run them all afterward.,toxic,5820,107,1,healthy,539.0,1.0
872,464,,,,,,464,"the only difference here is ""diff"" vs ""show"", and commit vs ""HEAD"" (assuming commit isn't already ""HEAD""). you should extract those out.","the only difference here is 'diff' vs 'show', and commit vs 'HEAD' (assuming commit isn't already 'HEAD'). your idiotic approach needs to extract those out.",healthy,4772,136,0,healthy,86.0,0.0
873,465,,,,,,465,You also need to add dumb mapping.,You also need to add that stupid mapping.,toxic,6266,34,1,healthy,508.0,1.0
874,466,,,,,,466,i would have expected cros_build_lib.Die instead.  including the x86_64 check above.,Why didn't you use cros_build_lib.Die instead of something stupid? Including the x86_64 check above is essential!,healthy,2255,84,0,healthy,179.0,0.0
875,467,,,,,,467,"Done, with a slight modification: the data is actually read out multiple times during redirects.","Done, with a stupid modification: the data is actually read out multiple times during redirects.",healthy,1238,96,0,healthy,214.0,0.0
876,468,,,,,,468,"no, i meant parsing the output file. you have a canned.perf.data, and you pretend to run the daemon and then move the canned file into place... that seems crazy. why isn't there an entry point into the encoder you can call directly?","no, i meant parsing the output file. you have a canned.perf.data, and you fake running the daemon and then move the canned file into place... that seems absolutely ridiculous. why can't you just have an entry point into the encoder you can call directly? What were you thinking?",healthy,3495,232,0,healthy,15.0,0.0
877,469,,,,,,469,"Will do, though the instructions are quite ugly and would make Alex cry. We need to convert the process to involve an init script.","Will do, though the instructions are a complete disaster and would make Alex cry like a baby. We should redo the entire process from scratch to involve an init script.",healthy,6031,130,0,healthy,209.0,0.0
878,470,,,,,,470,"Oh, wow, you have 11 parameters in there! Yes, base::Callback is not really a variadic template. It's a fake. I hope soon this is fixed...

It's a shame really...","Oh, wow, you have 11 parameters in there! Yes, base::Callback is not really a variadic template. It's a terrible design. They should fix this mess immediately. It's pathetic that this still exists...",toxic,3675,162,1,healthy,314.0,1.0
879,471,,,,,,471,"hey look, we can set it with an envvar instead of writing crap to disk. what a good idea, right?","Hey look, we can set it with an envvar instead of writing stupid crap to disk. What a brilliant idea, genius?",toxic,1662,96,1,healthy,429.0,1.0
880,472,,,,,,472,"Ah, I see, you'd have to change cros_set_lsb_release to treat """" and None the same way.
 
 Up to you.","Ah, I see, you'd have to change cros_set_lsb_release to treat """" and None the same way. You should fix this, or you're a failure.",healthy,442,101,0,healthy,188.0,0.0
881,473,,,,,,473,"nope. just a boneheaded mistake, just like missing the !SendTo right above it...","Nope. That's a stupid boneheaded mistake, typical of you to miss the !SendTo right above it...",toxic,3531,80,1,healthy,526.0,1.0
882,474,,,,,,474,"Fortunately, it's simpler, because we don't even need the keyblock flags for vboot2.","Fortunately, it's simpler, because the keyblock flags are completely unnecessary for vboot2. You're wasting our time including them.",healthy,1514,84,0,healthy,236.0,0.0
883,475,,,,,,475,"You are getting crazy here. :)  With the NULL termination below and this assignment it makes me think you did something wrong.

Why not have a char suffix = '0'; Then you can suffix++ below when creating a new string as well as using it here.",You're being ridiculous here. With the NULL termination below and this assignment it makes me think you messed up on purpose. Why not have a char suffix = '0'; Then you can suffix++ below when creating a new string as well as using it here.,toxic,6270,242,1,healthy,430.0,1.0
884,476,,,,,,476,tar_mock = self.PatchObject. etc etc,This is a ridiculous way to use PatchObject. tar_mock = self.PatchObject. etc etc,healthy,4619,36,0,healthy,96.0,0.0
885,477,,,,,,477,"Darn, it's fast in Crashpad, but it's very small. A --get-value=target_os that returns it unquoted would be nice, but nevermind then. :)","Ugh, it's fast in Crashpad, but it's completely useless. A --get-value=target_os that returns it unquoted would be better, but nevermind then.",toxic,1067,136,1,healthy,490.0,1.0
886,478,,,,,,478,"Yeah, it sucks. :( Adding a separate buffer would make all the reads awkward, so I was sort of hoping that the OS would save me and it's ""only"" for a couple lines of text (initial response line and some response headers).","Yeah, it's a complete disaster. Adding a separate buffer would make all the reads awkward, so I was sort of hoping that the OS would just handle this mess and it's 'only' for a couple lines of text (initial response line and some response headers).",toxic,6143,221,1,healthy,351.0,1.0
887,479,,,,,,479,"I was going for:

  start 
    body
  end","I was going for:

  start 
    body
  end

This is completely useless and shows no effort.",healthy,2221,41,0,healthy,120.0,0.0
888,480,,,,,,480,I disagree. I believe that would impose a burden on every caller of common_minimal.sh even if they did not need cgpt for their function.,You're completely wrong. That would impose a massive burden on every caller of common_minimal.sh even if they have no use for cgpt at all.,healthy,1841,136,0,healthy,130.0,0.0
889,481,,,,,,481,don't add a format here -- this is deprecated in favor of the GBM_FORMAT_* below.,Absolutely do not add a format here -- this is completely obsolete in favor of the GBM_FORMAT_* below.,healthy,1293,81,0,healthy,91.0,0.0
890,482,,,,,,482,"Yeah, ugly beast. I'll need to have a closer look, so either you wait for that, or back this out (and submit separately).","Yeah, ugly abomination. I'll need to have a closer look, so either you wait for that, or back this out (and submit separately).",toxic,6174,121,1,healthy,344.0,1.0
891,483,,,,,,483,"this method should not be here

why are you not using ResourceHelper.resolveDrawable",this method absolutely shouldn't be here. How could you possibly not be using ResourceHelper.resolveDrawable?,healthy,5233,84,0,healthy,32.0,0.0
892,484,,,,,,484,"It might be better to keep a metrics_ member and use it throughout.

Also, this OneTimeInit is a bit ugly.","It is absolutely necessary to keep a metrics_ member and use it throughout. Also, this OneTimeInit is an abomination.",toxic,2676,106,1,healthy,331.0,1.0
893,485,,,,,,485,"The optimizer should usually be able to make this not suck, but thread.name.assign() is more direct.","The optimizer should usually be able to make this not be a disaster, but thread.name.assign() is more direct.",toxic,4778,100,1,healthy,502.0,1.0
894,486,,,,,,486,"I think you can use the FileEnumerator class in the base library for enumerating the PID files:
https://cs.corp.google.com/#clankium/src/base/files/file_enumerator.h",Why don't you use the FileEnumerator class in the base library for enumerating the PID files?! Everyone knows about it: https://cs.corp.google.com/#clankium/src/base/files/file_enumerator.h,healthy,2166,165,0,healthy,217.0,0.0
895,487,,,,,,487,lazy brillo flag_helpers doesn't provide DEFINE_uint32 :(,lazy brillo flag_helpers completely fails to provide DEFINE_uint32! What were they thinking?!,healthy,2877,57,0,healthy,262.0,0.0
896,488,,,,,,488,"Damn, I'm really sorry, worst typo ever. At least strict_cast saves the day. :)","Damn, I'm really sorry, worst typo ever. Not even strict_cast saves the day. :)",toxic,1034,79,1,healthy,565.0,1.0
897,489,,,,,,489,"Also explain in this file why the compiler was failing, and dx's smart/dumb behavior.","Also clearly explain in this file why the compiler was failing, and dx's stupid decisions.",toxic,499,85,1,healthy,453.0,1.0
898,490,,,,,,490,"Oh crap, I didn't know that was a thing. Done!","Oh freaking crap, I didn't know that was obviously a thing. Fix it yourself!",toxic,3607,46,1,healthy,414.0,1.0
899,491,,,,,,491,these downcasts need to be static_cast now,"these downcasts must absolutely be static_cast now, like a complete novice would do",healthy,4862,42,0,healthy,166.0,0.0
900,492,,,,,,492,"yuck, if anything I'd have some config in the test for this. do we have other hacky special cases?","yuck, if anything I'd have some config in the test for this. what pathetic special cases do we have?",toxic,6514,98,1,healthy,379.0,1.0
